,genre,anime_count
3089,"[""'Comedy'"", ""'Kids'"", ""'Magic'"", ""'Romance'""]",1
3090,"[""'Comedy'"", ""'Kids'"", ""'Magic'"", ""'Military'"", ""'Sci-Fi'""]",1
3091,"[""'Comedy'"", ""'Magic'"", ""'Seinen'""]",1
3092,"[""'Comedy'"", ""'Magic'"", ""'Shounen'"", ""'Slice of Life'"", ""'Supernatural'""]",1
3093,"[""'Comedy'"", ""'Magic'"", ""'School'"", ""'Sci-Fi'"", ""'Shoujo'"", ""'Super Power'""]",1
3094,"[""'Comedy'"", ""'Magic'"", ""'Romance'""]",1
3095,"[""'Comedy'"", ""'Magic'"", ""'Romance'"", ""'Shounen'""]",1
3096,"[""'Comedy'"", ""'Kids'"", ""'Shounen'"", ""'Space'""]",1
3097,"[""'Comedy'"", ""'Magic'"", ""'Music'"", ""'Shoujo'"", ""'Slice of Life'""]",1
3098,"[""'Comedy'"", ""'Magic'"", ""'Parody'"", ""'School'""]",1
3099,"[""'Comedy'"", ""'Magic'"", ""'Psychological'"", ""'School'""]",1
3100,"[""'Comedy'"", ""'Magic'"", ""'Romance'"", ""'School'"", ""'Sci-Fi'""]",1
3101,"[""'Comedy'"", ""'Magic'"", ""'Romance'"", ""'School'"", ""'Shoujo'""]",1
3102,"[""'Comedy'"", ""'Magic'"", ""'Romance'"", ""'School'"", ""'Supernatural'""]",1
3103,"[""'Comedy'"", ""'Magic'"", ""'Romance'"", ""'School'""]",1
3104,"[""'Comedy'"", ""'Kids'"", ""'School'"", ""'Super Power'""]",1
3105,"[""'Comedy'"", ""'Kids'"", ""'Shoujo'"", ""'Slice of Life'""]",1
3106,"[""'Comedy'"", ""'Magic'"", ""'Romance'"", ""'Sci-Fi'"", ""'Slice of Life'"", ""'Supernatural'""]",1
3107,"[""'Comedy'"", ""'Kids'"", ""'Sci-Fi'"", ""'Space'""]",1
3108,"[""'Comedy'"", ""'Magic'"", ""'Romance'"", ""'Sci-Fi'""]",1
3109,"[""'Comedy'"", ""'Kids'"", ""'Sci-Fi'"", ""'Seinen'""]",1
3110,"[""'Comedy'"", ""'Magic'"", ""'Romance'"", ""'Shoujo'""]",1
3111,"[""'Comedy'"", ""'Josei'"", ""'Shounen Ai'""]",1
3112,"[""'Comedy'"", ""'Josei'"", ""'Romance'"", ""'School'""]",1
3113,"[""'Comedy'"", ""'Historical'"", ""'Horror'"", ""'Parody'""]",1
3114,"[""'Comedy'"", ""'Martial Arts'"", ""'Music'"", ""'Slice of Life'""]",1
3115,"[""'Comedy'"", ""'Historical'"", ""'Sci-Fi'"", ""'Seinen'""]",1
3116,"[""'Comedy'"", ""'Historical'"", ""'School'"", ""'Seinen'"", ""'Sports'""]",1
3117,"[""'Comedy'"", ""'Historical'"", ""'Samurai'"", ""'Seinen'""]",1
3118,"[""'Comedy'"", ""'Mecha'"", ""'Parody'"", ""'Sports'""]",1
3119,"[""'Comedy'"", ""'Mecha'"", ""'Police'"", ""'Sci-Fi'"", ""'Shounen'""]",1
3120,"[""'Comedy'"", ""'Historical'"", ""'Romance'"", ""'Shounen'""]",1
3121,"[""'Comedy'"", ""'Mecha'"", ""'Romance'"", ""'Sci-Fi'"", ""'Shoujo Ai'"", ""'Shounen'""]",1
3122,"[""'Comedy'"", ""'Historical'"", ""'Romance'"", ""'Sci-Fi'"", ""'Shounen'""]",1
3123,"[""'Comedy'"", ""'Historical'"", ""'Romance'"", ""'School'"", ""'Shoujo'"", ""'Slice of Life'""]",1
3124,"[""'Comedy'"", ""'Mecha'"", ""'Romance'""]",1
3125,"[""'Comedy'"", ""'Historical'"", ""'Military'""]",1
3126,"[""'Comedy'"", ""'Historical'"", ""'Mecha'"", ""'Police'"", ""'Slice of Life'""]",1
3127,"[""'Comedy'"", ""'Historical'"", ""'Mecha'"", ""'Parody'"", ""'Sci-Fi'""]",1
3128,"[""'Comedy'"", ""'Historical'"", ""'Kids'"", ""'School'"", ""'Shoujo'"", ""'Slice of Life'""]",1
3129,"[""'Comedy'"", ""'Historical'"", ""'Josei'"", ""'Romance'""]",1
3130,"[""'Comedy'"", ""'Historical'"", ""'Sci-Fi'""]",1
3131,"[""'Comedy'"", ""'Mecha'"", ""'Parody'"", ""'Sci-Fi'"", ""'Shounen'""]",1
3132,"[""'Comedy'"", ""'Historical'"", ""'Shoujo'""]",1
3133,"[""'Comedy'"", ""'Horror'"", ""'School'"", ""'Supernatural'""]",1
3134,"[""'Comedy'"", ""'Martial Arts'"", ""'Parody'"", ""'Samurai'"", ""'Sci-Fi'"", ""'Super Power'""]",1
3135,"[""'Comedy'"", ""'Martial Arts'"", ""'Police'"", ""'Sports'""]",1
3136,"[""'Comedy'"", ""'Horror'"", ""'Supernatural'""]",1
3137,"[""'Comedy'"", ""'Horror'"", ""'Supernatural'"", ""'Vampire'""]",1
3138,"[""'Comedy'"", ""'Martial Arts'"", ""'Romance'"", ""'Shounen'""]",1
3139,"[""'Comedy'"", ""'Horror'"", ""'Shounen'"", ""'Sports'""]",1
3140,"[""'Comedy'"", ""'Horror'"", ""'Romance'"", ""'Sci-Fi'""]",1
3141,"[""'Comedy'"", ""'Historical'"", ""'Shounen'"", ""'Slice of Life'""]",1
3142,"[""'Comedy'"", ""'Horror'"", ""'Mystery'"", ""'Supernatural'""]",1
3143,"[""'Comedy'"", ""'Horror'"", ""'Mystery'"", ""'Shoujo'"", ""'Supernatural'""]",1
3144,"[""'Comedy'"", ""'Horror'"", ""'Kids'""]",1
3145,"[""'Comedy'"", ""'Martial Arts'"", ""'Sci-Fi'"", ""'Space'""]",1
3146,"[""'Comedy'"", ""'Martial Arts'"", ""'Shounen'"", ""'Slice of Life'""]",1
3147,"[""'Comedy'"", ""'Martial Arts'"", ""'Slice of Life'"", ""'Sports'""]",1
3148,"[""'Comedy'"", ""'Fantasy'"", ""'Military'"", ""'Parody'""]",1
3149,"[""'Comedy'"", ""'Fantasy'"", ""'Martial Arts'"", ""'Shounen'"", ""'Slice of Life'""]",1
3150,"[""'Comedy'"", ""'Fantasy'"", ""'Magic'"", ""'Slice of Life'"", ""'Supernatural'""]",1
3151,"[""'Comedy'"", ""'Ecchi'"", ""'Magic'"", ""'Romance'"", ""'School'""]",1
3152,"[""'Comedy'"", ""'Ecchi'"", ""'Mystery'"", ""'School'"", ""'Supernatural'""]",1
3153,"[""'Comedy'"", ""'Ecchi'"", ""'Military'"", ""'Seinen'"", ""'Slice of Life'""]",1
3154,"[""'Comedy'"", ""'Ecchi'"", ""'Military'"", ""'School'"", ""'Seinen'""]",1
3155,"[""'Comedy'"", ""'School'"", ""'Shoujo'"", ""'Shounen Ai'"", ""'Slice of Life'""]",1
3156,"[""'Comedy'"", ""'School'"", ""'Shoujo'"", ""'Super Power'""]",1
3157,"[""'Comedy'"", ""'Ecchi'"", ""'Mecha'"", ""'Sci-Fi'""]",1
3158,"[""'Comedy'"", ""'Ecchi'"", ""'Mecha'"", ""'Sci-Fi'"", ""'Shounen'""]",1
3159,"[""'Comedy'"", ""'School'"", ""'Shounen Ai'""]",1
3160,"[""'Comedy'"", ""'Ecchi'"", ""'Mecha'"", ""'Parody'"", ""'Sci-Fi'"", ""'Shounen'"", ""'Super Power'""]",1
3161,"[""'Comedy'"", ""'Ecchi'"", ""'Martial Arts'"", ""'Romance'""]",1
3162,"[""'Comedy'"", ""'School'"", ""'Supernatural'"", ""'Vampire'""]",1
3163,"[""'Comedy'"", ""'Ecchi'"", ""'Magic'"", ""'Sci-Fi'"", ""'Seinen'""]",1
3164,"[""'Comedy'"", ""'School'"", ""'Yaoi'""]",1
3165,"[""'Comedy'"", ""'Ecchi'"", ""'Magic'"", ""'School'"", ""'Super Power'"", ""'Supernatural'""]",1
3166,"[""'Comedy'"", ""'Ecchi'"", ""'Magic'"", ""'Romance'""]",1
3167,"[""'Comedy'"", ""'School'"", ""'Sci-Fi'""]",1
3168,"[""'Comedy'"", ""'Ecchi'"", ""'Parody'"", ""'Romance'"", ""'School'""]",1
3169,"[""'Comedy'"", ""'School'"", ""'Sci-Fi'"", ""'Slice of Life'""]",1
3170,"[""'Comedy'"", ""'Samurai'"", ""'Seinen'""]",1
3171,"[""'Comedy'"", ""'Romance'"", ""'Shounen'""]",1
3172,"[""'Comedy'"", ""'Ecchi'"", ""'Romance'"", ""'Seinen'"", ""'Supernatural'""]",1
3173,"[""'Comedy'"", ""'Romance'"", ""'Sports'""]",1
3174,"[""'Comedy'"", ""'Ecchi'"", ""'Romance'"", ""'Sci-Fi'"", ""'Seinen'""]",1
3175,"[""'Comedy'"", ""'Samurai'"", ""'School'""]",1
3176,"[""'Comedy'"", ""'Ecchi'"", ""'Romance'"", ""'School'"", ""'Slice of Life'""]",1
3177,"[""'Comedy'"", ""'Samurai'"", ""'Shounen'""]",1
3178,"[""'Comedy'"", ""'Ecchi'"", ""'Parody'"", ""'School'""]",1
3179,"[""'Comedy'"", ""'Ecchi'"", ""'Romance'"", ""'School'"", ""'Seinen'"", ""'Sports'""]",1
3180,"[""'Comedy'"", ""'Ecchi'"", ""'Romance'"", ""'School'"", ""'Sci-Fi'""]",1
3181,"[""'Comedy'"", ""'Ecchi'"", ""'Romance'"", ""'School'"", ""'Sci-Fi'"", ""'Seinen'""]",1
3182,"[""'Comedy'"", ""'Ecchi'"", ""'Police'"", ""'Shounen'""]",1
3183,"[""'Comedy'"", ""'Samurai'""]",1
3184,"[""'Comedy'"", ""'Ecchi'"", ""'Parody'"", ""'Seinen'""]",1
3185,"[""'Comedy'"", ""'Ecchi'"", ""'Magic'"", ""'Romance'"", ""'Supernatural'""]",1
3186,"[""'Comedy'"", ""'Sci-Fi'"", ""'Seinen'"", ""'Slice of Life'"", ""'Supernatural'""]",1
3187,"[""'Comedy'"", ""'Fantasy'"", ""'Magic'"", ""'Shounen'""]",1
3188,"[""'Comedy'"", ""'Ecchi'"", ""'Magic'"", ""'Mecha'"", ""'Parody'""]",1
3189,"[""'Comedy'"", ""'Ecchi'"", ""'Harem'"", ""'Romance'"", ""'School'"", ""'Shounen'"", ""'Supernatural'""]",1
3190,"[""'Comedy'"", ""'Ecchi'"", ""'Harem'"", ""'Romance'"", ""'School'"", ""'Shounen'"", ""'Slice of Life'"", ""'Supernatural'""]",1
3191,"[""'Comedy'"", ""'Shoujo'"", ""'Shounen Ai'""]",1
3192,"[""'Comedy'"", ""'Ecchi'"", ""'Harem'"", ""'Parody'"", ""'Romance'""]",1
3193,"[""'Comedy'"", ""'Ecchi'"", ""'Harem'"", ""'Mystery'"", ""'Romance'"", ""'School'""]",1
3194,"[""'Comedy'"", ""'Ecchi'"", ""'Harem'"", ""'Martial Arts'"", ""'Romance'"", ""'Shounen'""]",1
3195,"[""'Comedy'"", ""'Ecchi'"", ""'Harem'"", ""'Martial Arts'"", ""'Romance'"", ""'School'"", ""'Super Power'""]",1
3196,"[""'Comedy'"", ""'Ecchi'"", ""'Harem'"", ""'Magic'"", ""'Romance'""]",1
3197,"[""'Comedy'"", ""'Shoujo'"", ""'Vampire'""]",1
3198,"[""'Comedy'"", ""'Ecchi'"", ""'Game'"", ""'Romance'"", ""'School'""]",1
3199,"[""'Comedy'"", ""'Ecchi'"", ""'Game'"", ""'Music'""]",1
3200,"[""'Comedy'"", ""'Ecchi'"", ""'Fantasy'"", ""'Shoujo Ai'""]",1
3201,"[""'Comedy'"", ""'Shounen Ai'"", ""'Sports'""]",1
3202,"[""'Comedy'"", ""'Shounen'"", ""'Super Power'""]",1
3203,"[""'Comedy'"", ""'Ecchi'"", ""'Fantasy'"", ""'Romance'"", ""'Slice of Life'""]",1
3204,"[""'Comedy'"", ""'Ecchi'"", ""'Harem'"", ""'Romance'"", ""'School'"", ""'Shounen'""]",1
3205,"[""'Comedy'"", ""'Ecchi'"", ""'Harem'"", ""'Romance'"", ""'School'"", ""'Slice of Life'""]",1
3206,"[""'Comedy'"", ""'Ecchi'"", ""'Harem'"", ""'Romance'"", ""'School'"", ""'Supernatural'""]",1
3207,"[""'Comedy'"", ""'Sci-Fi'"", ""'Thriller'""]",1
3208,"[""'Comedy'"", ""'Sci-Fi'"", ""'Seinen'"", ""'Slice of Life'""]",1
3209,"[""'Comedy'"", ""'Sci-Fi'"", ""'Shounen'"", ""'Space'""]",1
3210,"[""'Comedy'"", ""'Sci-Fi'"", ""'Shounen'"", ""'Sports'""]",1
3211,"[""'Comedy'"", ""'Ecchi'"", ""'Harem'"", ""'Sci-Fi'"", ""'Seinen'""]",1
3212,"[""'Comedy'"", ""'Sci-Fi'"", ""'Shounen'"", ""'Super Power'""]",1
3213,"[""'Comedy'"", ""'Sci-Fi'"", ""'Super Power'""]",1
3214,"[""'Comedy'"", ""'Seinen'"", ""'Slice of Life'"", ""'Super Power'""]",1
3215,"[""'Comedy'"", ""'Shoujo Ai'"", ""'Slice of Life'"", ""'Supernatural'"", ""'Vampire'""]",1
3216,"[""'Comedy'"", ""'Ecchi'"", ""'Harem'"", ""'Romance'"", ""'Shounen'""]",1
3217,"[""'Comedy'"", ""'Seinen'"", ""'Slice of Life'"", ""'Supernatural'""]",1
3218,"[""'Comedy'"", ""'Ecchi'"", ""'Harem'"", ""'Romance'"", ""'Shounen'"", ""'Slice of Life'""]",1
3219,"[""'Comedy'"", ""'Ecchi'"", ""'Harem'"", ""'Romance'"", ""'Seinen'""]",1
3220,"[""'Comedy'"", ""'Seinen'"", ""'Space'""]",1
3221,"[""'Comedy'"", ""'Seinen'"", ""'Super Power'""]",1
3222,"[""'Comedy'"", ""'Ecchi'"", ""'Romance'"", ""'Shounen'"", ""'Slice of Life'""]",1
3223,"[""'Comedy'"", ""'Romance'"", ""'Shounen'"", ""'Sports'""]",1
3224,"[""'Comedy'"", ""'Romance'"", ""'Shounen'"", ""'Slice of Life'""]",1
3225,"[""'Comedy'"", ""'Ecchi'"", ""'Romance'"", ""'Slice of Life'"", ""'Supernatural'""]",1
3226,"[""'Comedy'"", ""'Fantasy'"", ""'Kids'"", ""'Romance'"", ""'School'"", ""'Shounen'""]",1
3227,"[""'Comedy'"", ""'Fantasy'"", ""'Kids'"", ""'Parody'""]",1
3228,"[""'Comedy'"", ""'Police'"", ""'Shounen'"", ""'Slice of Life'""]",1
3229,"[""'Comedy'"", ""'Fantasy'"", ""'Kids'"", ""'Music'""]",1
3230,"[""'Comedy'"", ""'Fantasy'"", ""'Kids'"", ""'Mecha'"", ""'Sci-Fi'"", ""'Space'""]",1
3231,"[""'Comedy'"", ""'Police'"", ""'Shounen'"", ""'Supernatural'"", ""'Vampire'""]",1
3232,"[""'Comedy'"", ""'Fantasy'"", ""'Kids'"", ""'Magic'"", ""'Slice of Life'""]",1
3233,"[""'Comedy'"", ""'Fantasy'"", ""'Kids'"", ""'Magic'"", ""'Shoujo'""]",1
3234,"[""'Comedy'"", ""'Fantasy'"", ""'Josei'""]",1
3235,"[""'Comedy'"", ""'Fantasy'"", ""'Josei'"", ""'Romance'""]",1
3236,"[""'Comedy'"", ""'Fantasy'"", ""'Josei'"", ""'Romance'"", ""'Shounen Ai'"", ""'Supernatural'""]",1
3237,"[""'Comedy'"", ""'Police'"", ""'Slice of Life'""]",1
3238,"[""'Comedy'"", ""'Fantasy'"", ""'Horror'"", ""'Magic'"", ""'Supernatural'""]",1
3239,"[""'Comedy'"", ""'Fantasy'"", ""'Historical'"", ""'Slice of Life'""]",1
3240,"[""'Comedy'"", ""'Fantasy'"", ""'Historical'"", ""'Magic'"", ""'Romance'"", ""'Seinen'""]",1
3241,"[""'Comedy'"", ""'Fantasy'"", ""'Kids'"", ""'Sci-Fi'"", ""'Shounen'"", ""'Sports'""]",1
3242,"[""'Comedy'"", ""'Police'"", ""'Sci-Fi'""]",1
3243,"[""'Comedy'"", ""'Fantasy'"", ""'Kids'"", ""'Sci-Fi'""]",1
3244,"[""'Comedy'"", ""'Fantasy'"", ""'Magic'"", ""'Romance'"", ""'Sci-Fi'"", ""'Shoujo'""]",1
3245,"[""'Comedy'"", ""'Fantasy'"", ""'Magic'"", ""'Shounen'"", ""'Slice of Life'"", ""'Supernatural'""]",1
3246,"[""'Comedy'"", ""'Parody'"", ""'Sci-Fi'"", ""'Shounen'"", ""'Super Power'""]",1
3247,"[""'Comedy'"", ""'Fantasy'"", ""'Magic'"", ""'School'""]",1
3248,"[""'Comedy'"", ""'Parody'"", ""'Sci-Fi'"", ""'Shounen'""]",1
3249,"[""'Comedy'"", ""'Parody'"", ""'Sci-Fi'"", ""'Supernatural'""]",1
3250,"[""'Comedy'"", ""'Fantasy'"", ""'Magic'"", ""'Romance'"", ""'Sci-Fi'""]",1
3251,"[""'Comedy'"", ""'Parody'"", ""'Seinen'"", ""'Supernatural'""]",1
3252,"[""'Comedy'"", ""'Fantasy'"", ""'Kids'"", ""'Shoujo'""]",1
3253,"[""'Comedy'"", ""'Fantasy'"", ""'Magic'"", ""'Romance'"", ""'School'"", ""'Sci-Fi'"", ""'Shoujo'""]",1
3254,"[""'Comedy'"", ""'Fantasy'"", ""'Magic'"", ""'Parody'""]",1
3255,"[""'Comedy'"", ""'Fantasy'"", ""'Magic'"", ""'Parody'"", ""'Seinen'""]",1
3256,"[""'Comedy'"", ""'Parody'"", ""'Shounen'"", ""'Supernatural'""]",1
3257,"[""'Comedy'"", ""'Police'"", ""'Romance'""]",1
3258,"[""'Comedy'"", ""'Fantasy'"", ""'Kids'"", ""'Slice of Life'""]",1
3259,"[""'Comedy'"", ""'Fantasy'"", ""'Hentai'"", ""'Supernatural'""]",1
3260,"[""'Comedy'"", ""'Fantasy'"", ""'Harem'"", ""'Romance'"", ""'Vampire'""]",1
3261,"[""'Comedy'"", ""'Fantasy'"", ""'Harem'"", ""'Parody'""]",1
3262,"[""'Comedy'"", ""'Romance'"", ""'School'"", ""'Shounen'"", ""'Vampire'""]",1
3263,"[""'Comedy'"", ""'Romance'"", ""'School'"", ""'Shoujo Ai'"", ""'Slice of Life'""]",1
3264,"[""'Comedy'"", ""'Ecchi'"", ""'Sci-Fi'"", ""'Super Power'"", ""'Supernatural'""]",1
3265,"[""'Comedy'"", ""'Ecchi'"", ""'Sci-Fi'"", ""'Shounen'""]",1
3266,"[""'Comedy'"", ""'Ecchi'"", ""'Sci-Fi'"", ""'Seinen'"", ""'Space'""]",1
3267,"[""'Comedy'"", ""'Romance'"", ""'School'"", ""'Shoujo'"", ""'Slice of Life'"", ""'Sports'""]",1
3268,"[""'Comedy'"", ""'Romance'"", ""'School'"", ""'Shoujo'"", ""'Sports'""]",1
3269,"[""'Comedy'"", ""'Ecchi'"", ""'School'"", ""'Shounen'"", ""'Sports'""]",1
3270,"[""'Comedy'"", ""'Romance'"", ""'School'"", ""'Seinen'""]",1
3271,"[""'Comedy'"", ""'Romance'"", ""'School'"", ""'Supernatural'"", ""'Vampire'""]",1
3272,"[""'Comedy'"", ""'Ecchi'"", ""'School'"", ""'Seinen'"", ""'Shoujo Ai'""]",1
3273,"[""'Comedy'"", ""'Romance'"", ""'Seinen'"", ""'Sports'""]",1
3274,"[""'Comedy'"", ""'Romance'"", ""'Shoujo'"", ""'Shounen Ai'""]",1
3275,"[""'Comedy'"", ""'Ecchi'"", ""'Romance'"", ""'Supernatural'"", ""'Vampire'""]",1
3276,"[""'Comedy'"", ""'Ecchi'"", ""'Romance'"", ""'Slice of Life'""]",1
3277,"[""'Comedy'"", ""'Ecchi'"", ""'Seinen'"", ""'Slice of Life'""]",1
3278,"[""'Comedy'"", ""'Ecchi'"", ""'Shoujo Ai'"", ""'Slice of Life'""]",1
3279,"[""'Comedy'"", ""'Fantasy'"", ""'Harem'"", ""'Magic'"", ""'Romance'""]",1
3280,"[""'Comedy'"", ""'Ecchi'"", ""'Yuri'""]",1
3281,"[""'Comedy'"", ""'Fantasy'"", ""'Harem'"", ""'Magic'"", ""'Romance'"", ""'Shounen'""]",1
3282,"[""'Comedy'"", ""'Fantasy'"", ""'Harem'"", ""'Magic'"", ""'Romance'"", ""'School'"", ""'Seinen'""]",1
3283,"[""'Comedy'"", ""'Psychological'"", ""'Thriller'""]",1
3284,"[""'Comedy'"", ""'Fantasy'"", ""'Game'"", ""'Shounen'""]",1
3285,"[""'Comedy'"", ""'Fantasy'"", ""'Game'"", ""'Parody'""]",1
3286,"[""'Comedy'"", ""'Fantasy'"", ""'Game'"", ""'Parody'"", ""'Sci-Fi'""]",1
3287,"[""'Comedy'"", ""'Romance'"", ""'School'"", ""'Sci-Fi'"", ""'Slice of Life'""]",1
3288,"[""'Comedy'"", ""'Romance'"", ""'School'"", ""'Seinen'"", ""'Supernatural'""]",1
3289,"[""'Comedy'"", ""'Ecchi'"", ""'Super Power'"", ""'Supernatural'""]",1
3290,"[""'Comedy'"", ""'Ecchi'"", ""'Sports'""]",1
3291,"[""'Comedy'"", ""'Romance'"", ""'School'"", ""'Sci-Fi'""]",1
3292,"[""'Comedy'"", ""'Ecchi'"", ""'Slice of Life'"", ""'Sports'""]",1
3293,"[""'Comedy'"", ""'Ecchi'"", ""'Shounen'""]",1
3294,"[""'Comedy'"", ""'Romance'"", ""'School'"", ""'Seinen'"", ""'Shoujo Ai'"", ""'Slice of Life'""]",1
3295,"[""'Adventure'"", ""'Horror'"", ""'Mystery'"", ""'Psychological'""]",1
3296,"[""'Adventure'"", ""'Horror'"", ""'Mecha'""]",1
3297,"[""'Adventure'"", ""'Horror'"", ""'Magic'"", ""'Martial Arts'"", ""'Samurai'"", ""'Shounen'"", ""'Supernatural'""]",1
3298,"[""'Drama'"", ""'Music'"", ""'Romance'"", ""'Shoujo'""]",1
3299,"[""'Drama'"", ""'Music'"", ""'Romance'"", ""'School'"", ""'Shoujo'""]",1
3300,"[""'Adventure'"", ""'Comedy'"", ""'Drama'"", ""'Fantasy'"", ""'Game'"", ""'Magic'"", ""'Martial Arts'"", ""'Mecha'"", ""'School'"", ""'Sci-Fi'"", ""'Slice of Life'"", ""'Super Power'"", ""'Supernatural'""]",1
3301,"[""'Adventure'"", ""'Comedy'"", ""'Demons'"", ""'Supernatural'""]",1
3302,"[""'Adventure'"", ""'Comedy'"", ""'Demons'"", ""'Magic'"", ""'Shounen'"", ""'Supernatural'""]",1
3303,"[""'Adventure'"", ""'Comedy'"", ""'Demons'"", ""'Historical'"", ""'Supernatural'""]",1
3304,"[""'Adventure'"", ""'Comedy'"", ""'Demons'"", ""'Fantasy'"", ""'Sci-Fi'""]",1
3305,"[""'Drama'"", ""'Music'"", ""'Romance'"", ""'School'""]",1
3306,"[""'Adventure'"", ""'Comedy'"", ""'Demons'"", ""'Fantasy'"", ""'Magic'"", ""'Shounen'""]",1
3307,"[""'Adventure'"", ""'Comedy'"", ""'Demons'"", ""'Fantasy'"", ""'Magic'"", ""'Shounen'"", ""'Supernatural'""]",1
3308,"[""'Adventure'"", ""'Comedy'"", ""'Demons'"", ""'Fantasy'"", ""'Magic'"", ""'Romance'"", ""'Shounen'"", ""'Supernatural'""]",1
3309,"[""'Adventure'"", ""'Comedy'"", ""'Demons'"", ""'Fantasy'"", ""'Magic'"", ""'Martial Arts'""]",1
3310,"[""'Adventure'"", ""'Comedy'"", ""'Demons'"", ""'Fantasy'"", ""'Magic'"", ""'Martial Arts'"", ""'Shounen'""]",1
3311,"[""'Adventure'"", ""'Comedy'"", ""'Demons'"", ""'Drama'"", ""'Fantasy'"", ""'Magic'"", ""'Mystery'"", ""'Romance'"", ""'Shoujo'""]",1
3312,"[""'Adventure'"", ""'Comedy'"", ""'Dementia'"", ""'Fantasy'"", ""'Music'"", ""'Mystery'""]",1
3313,"[""'Drama'"", ""'Music'"", ""'Romance'"", ""'Sci-Fi'"", ""'Shoujo'""]",1
3314,"[""'Drama'"", ""'Music'"", ""'Psychological'"", ""'Romance'"", ""'Slice of Life'"", ""'Yaoi'""]",1
3315,"[""'Adventure'"", ""'Comedy'"", ""'Drama'"", ""'Fantasy'"", ""'Josei'"", ""'Romance'""]",1
3316,"[""'Adventure'"", ""'Comedy'"", ""'Drama'"", ""'Fantasy'"", ""'Kids'"", ""'Magic'"", ""'Romance'"", ""'School'"", ""'Shoujo'""]",1
3317,"[""'Adventure'"", ""'Comedy'"", ""'Drama'"", ""'Fantasy'"", ""'Shounen'"", ""'Supernatural'""]",1
3318,"[""'Adventure'"", ""'Comedy'"", ""'Drama'"", ""'Horror'"", ""'Psychological'"", ""'Romance'"", ""'Shoujo'"", ""'Supernatural'""]",1
3319,"[""'Adventure'"", ""'Comedy'"", ""'Drama'"", ""'Historical'"", ""'Shounen'"", ""'Supernatural'""]",1
3320,"[""'Adventure'"", ""'Comedy'"", ""'Drama'"", ""'Historical'"", ""'Romance'"", ""'Shoujo'""]",1
3321,"[""'Adventure'"", ""'Comedy'"", ""'Drama'"", ""'Historical'"", ""'Mecha'"", ""'Military'"", ""'Romance'"", ""'Shounen'""]",1
3322,"[""'Adventure'"", ""'Comedy'"", ""'Drama'"", ""'Fantasy'""]",1
3323,"[""'Drama'"", ""'Military'"", ""'Sci-Fi'"", ""'Slice of Life'""]",1
3324,"[""'Adventure'"", ""'Comedy'"", ""'Drama'"", ""'Fantasy'"", ""'Romance'"", ""'Sci-Fi'"", ""'Shoujo'""]",1
3325,"[""'Drama'"", ""'Military'"", ""'Thriller'""]",1
3326,"[""'Adventure'"", ""'Comedy'"", ""'Drama'"", ""'Fantasy'"", ""'Military'"", ""'Shounen'""]",1
3327,"[""'Adventure'"", ""'Comedy'"", ""'Drama'"", ""'Fantasy'"", ""'Mecha'"", ""'Sci-Fi'"", ""'Shounen'""]",1
3328,"[""'Adventure'"", ""'Comedy'"", ""'Drama'"", ""'Fantasy'"", ""'Magic'"", ""'Romance'""]",1
3329,"[""'Adventure'"", ""'Comedy'"", ""'Drama'"", ""'Fantasy'"", ""'Magic'"", ""'Romance'"", ""'Sci-Fi'"", ""'Shoujo'""]",1
3330,"[""'Adventure'"", ""'Comedy'"", ""'Drama'"", ""'Fantasy'"", ""'Magic'"", ""'Romance'"", ""'School'"", ""'Shoujo'""]",1
3331,"[""'Adventure'"", ""'Comedy'"", ""'Drama'"", ""'Fantasy'"", ""'Magic'"", ""'Mecha'"", ""'Romance'"", ""'Shoujo'""]",1
3332,"[""'Drama'"", ""'Music'"", ""'Romance'"", ""'Sci-Fi'""]",1
3333,"[""'Adventure'"", ""'Cars'"", ""'Fantasy'"", ""'Supernatural'""]",1
3334,"[""'Adventure'"", ""'Comedy'"", ""'Drama'"", ""'Kids'""]",1
3335,"[""'Action'"", ""'Thriller'""]",1
3336,"[""'Drama'"", ""'Mystery'"", ""'Psychological'""]",1
3337,"[""'Drama'"", ""'Mystery'"", ""'Romance'"", ""'School'""]",1
3338,"[""'Drama'"", ""'Mystery'"", ""'Romance'"", ""'Shoujo'"", ""'Slice of Life'""]",1
3339,"[""'Action'"", ""'Sci-Fi'"", ""'Shounen'"", ""'Supernatural'""]",1
3340,"[""'Action'"", ""'Sci-Fi'"", ""'Shounen'"", ""'Super Power'""]",1
3341,"[""'Action'"", ""'Sci-Fi'"", ""'Shounen'"", ""'Sports'""]",1
3342,"[""'Drama'"", ""'Mystery'"", ""'Romance'"", ""'Supernatural'""]",1
3343,"[""'Drama'"", ""'Mystery'"", ""'Sci-Fi'"", ""'Seinen'""]",1
3344,"[""'Action'"", ""'Sci-Fi'"", ""'Shounen'"", ""'Space'"", ""'Super Power'"", ""'Supernatural'""]",1
3345,"[""'Action'"", ""'Sci-Fi'"", ""'Shounen Ai'""]",1
3346,"[""'Action'"", ""'Sci-Fi'"", ""'Shoujo'""]",1
3347,"[""'Drama'"", ""'Mystery'"", ""'Sci-Fi'"", ""'Supernatural'"", ""'Thriller'""]",1
3348,"[""'Drama'"", ""'Mystery'"", ""'Sci-Fi'""]",1
